node_id,type,attrs_json
concept_us-gaap:BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentInventory,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCapitalLeaseObligation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsMarketableSecurities,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssets,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxLiabilities,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CostOfGoodsAndServiceExcludingDepreciationDepletionAndAmortization,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtConversionConvertedInstrumentAmount1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredIncomeTaxLiabilitiesNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:IntangibleAssetsGrossExcludingGoodwill,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:Land,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherPrepaidExpenseCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:TaxesPayableCurrentAndNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:UnrecordedUnconditionalPurchaseObligationBalanceOnFifthAnniversary,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveAmortizedCostBasis,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsInProcessResearchAndDevelopment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:EffectiveIncomeTaxRateReconciliationGiltiAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:UnrecognizedTaxBenefitsIncreasesResultingFromAcquisition,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AccruedIncomeTaxesNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromSaleOfShortTermInvestments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:TreasuryStockCommonShares,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AccruedIncomeTaxesCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtInstrumentUnamortizedPremiumCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:LongTermDebtCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromIssuanceOfUnsecuredDebt,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AccountsPayableOtherCurrentAndNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:IncomeTaxExpenseBenefitContinuingOperationsAdjustmentOfDeferredTaxAssetLiability,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherReceivablesNetCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxCreditCarryforwardsForeign,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:EffectiveIncomeTaxRateReconciliationFdiiAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:IncomeTaxReconciliationOtherReconcilingItems,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:IncomeTaxReconciliationTaxCreditsResearch,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OperatingLeaseCost,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherReceivables,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:UnrecordedUnconditionalPurchaseObligationBalanceOnSecondAnniversary,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:UnrecordedUnconditionalPurchaseObligationBalanceOnThirdAnniversary,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PaymentsToAcquireInterestInSubsidiariesAndAffiliates,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CostDepreciationAmortizationAndDepletion,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OperatingLeasePaymentsUse,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OriginationOfNotesReceivableFromRelatedParties,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherSignificantNoncashTransactionValueOfConsiderationGiven1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PaymentsToAcquireOtherInvestments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:PriorPeriodReclassificationAdjustment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:RestructuringCosts,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:RestructuringReserveAccrualAdjustment1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:SegmentReportingOtherItemAmount,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AccruedLiabilitiesCurrentAndNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CostsAndExpenses,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OperatingExpenses,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ProceedsFromIssuanceOfCommercialPaper,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:RestrictedCash,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:RestructuringAndRelatedCostIncurredCost,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AssetAcquisitionContingentConsiderationLiability,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:LineOfCreditFacilityMaximumBorrowingCapacity,Concept,"{""ns"": ""us-gaap""}"
period_2022-04-29,Period,"{""end"": ""2022-04-29""}"
concept_us-gaap:NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherAdjustmentsToIncomeDiscontinuedOperations,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:OtherIncomeTaxExpenseBenefitContinuingOperations,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:RepaymentsOfCommercialPaper,Concept,"{""ns"": ""us-gaap""}"
period_2009-12-31,Period,"{""end"": ""2009-12-31""}"
period_2010-06-30,Period,"{""end"": ""2010-06-30""}"
period_2010-09-30,Period,"{""end"": ""2010-09-30""}"
period_2010-12-31,Period,"{""end"": ""2010-12-31""}"
period_2011-03-31,Period,"{""end"": ""2011-03-31""}"
period_2011-06-30,Period,"{""end"": ""2011-06-30""}"
period_2011-09-30,Period,"{""end"": ""2011-09-30""}"
period_2012-09-30,Period,"{""end"": ""2012-09-30""}"
period_2012-12-31,Period,"{""end"": ""2012-12-31""}"
period_2013-03-31,Period,"{""end"": ""2013-03-31""}"
period_2013-06-30,Period,"{""end"": ""2013-06-30""}"
period_2013-09-30,Period,"{""end"": ""2013-09-30""}"
period_2013-12-31,Period,"{""end"": ""2013-12-31""}"
period_2014-03-31,Period,"{""end"": ""2014-03-31""}"
period_2014-06-30,Period,"{""end"": ""2014-06-30""}"
period_2014-09-30,Period,"{""end"": ""2014-09-30""}"
period_2014-12-31,Period,"{""end"": ""2014-12-31""}"
period_2015-03-31,Period,"{""end"": ""2015-03-31""}"
period_2015-06-30,Period,"{""end"": ""2015-06-30""}"
period_2015-09-30,Period,"{""end"": ""2015-09-30""}"
period_2015-12-31,Period,"{""end"": ""2015-12-31""}"
period_2016-03-31,Period,"{""end"": ""2016-03-31""}"
period_2016-06-30,Period,"{""end"": ""2016-06-30""}"
period_2016-09-30,Period,"{""end"": ""2016-09-30""}"
period_2017-03-31,Period,"{""end"": ""2017-03-31""}"
period_2017-06-30,Period,"{""end"": ""2017-06-30""}"
period_2017-12-31,Period,"{""end"": ""2017-12-31""}"
period_2018-09-30,Period,"{""end"": ""2018-09-30""}"
period_2018-12-31,Period,"{""end"": ""2018-12-31""}"
period_2019-03-31,Period,"{""end"": ""2019-03-31""}"
period_2019-06-30,Period,"{""end"": ""2019-06-30""}"
period_2019-09-30,Period,"{""end"": ""2019-09-30""}"
period_2019-12-31,Period,"{""end"": ""2019-12-31""}"
period_2020-03-31,Period,"{""end"": ""2020-03-31""}"
period_2020-06-30,Period,"{""end"": ""2020-06-30""}"
period_2020-09-30,Period,"{""end"": ""2020-09-30""}"
period_2020-12-31,Period,"{""end"": ""2020-12-31""}"
period_2021-03-31,Period,"{""end"": ""2021-03-31""}"
period_2021-06-30,Period,"{""end"": ""2021-06-30""}"
period_2021-09-30,Period,"{""end"": ""2021-09-30""}"
period_2021-12-31,Period,"{""end"": ""2021-12-31""}"
period_2022-03-31,Period,"{""end"": ""2022-03-31""}"
period_2022-06-30,Period,"{""end"": ""2022-06-30""}"
period_2022-09-30,Period,"{""end"": ""2022-09-30""}"
period_2023-03-31,Period,"{""end"": ""2023-03-31""}"
period_2023-06-30,Period,"{""end"": ""2023-06-30""}"
period_2023-12-31,Period,"{""end"": ""2023-12-31""}"
period_2024-03-31,Period,"{""end"": ""2024-03-31""}"
period_2024-06-30,Period,"{""end"": ""2024-06-30""}"
period_2024-09-30,Period,"{""end"": ""2024-09-30""}"
period_2024-12-31,Period,"{""end"": ""2024-12-31""}"
period_2025-06-30,Period,"{""end"": ""2025-06-30""}"
period_2008-12-31,Period,"{""end"": ""2008-12-31""}"
concept_us-gaap:AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AdvertisingExpense,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AircraftMaintenanceMaterialsAndRepairs,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AircraftRental,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AirlineCapacityPurchaseArrangements,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AirlineRelatedInventory,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AirlineRelatedInventoryNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AirTrafficLiabilityCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AociTaxAttributableToParent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AssetsFairValueDisclosureRecurring,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:AvailableForSaleSecuritiesFairValueDisclosure,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BankruptcyClaimsAmountOfClaimsExpungedByBankruptcyCourt,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BankruptcyClaimsAmountOfClaimsFiled,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BankruptcyClaimsAmountOfClaimsUnderReviewByManagement,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BankruptcyClaimsAmountPaidToSettleClaims,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BankruptcyClaimsNumberClaimsFiled,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,Concept,"{""ns"": ""us-gaap""}"
period_2013-12-09,Period,"{""end"": ""2013-12-09""}"
concept_us-gaap:BusinessAcquisitionSharePrice,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationContingentConsiderationLiability,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationIntegrationRelatedCosts,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:BusinessExitCosts1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeaseObligationsCurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeaseObligationsNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeasesBalanceSheetAssetsByMajorClassNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentAccumulatedDepreciation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentGross,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipmentNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CargoAndFreightRevenue,Concept,"{""ns"": ""us-gaap""}"
period_2009-06-30,Period,"{""end"": ""2009-06-30""}"
period_2009-09-30,Period,"{""end"": ""2009-09-30""}"
period_2010-03-31,Period,"{""end"": ""2010-03-31""}"
concept_us-gaap:Cash,Concept,"{""ns"": ""us-gaap""}"
period_2007-12-31,Period,"{""end"": ""2007-12-31""}"
concept_us-gaap:CashFlowHedgeDerivativeInstrumentAssetsAtFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CashFlowHedgeDerivativeInstrumentLiabilitiesAtFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CashFlowHedgesDerivativeInstrumentsAtFairValueNet,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CashPeriodIncreaseDecrease,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CollateralAlreadyPostedAggregateFairValue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CommitmentsAndContingencies,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CommonStockDividendsPerShareCashPaid,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CommonStockDividendsPerShareDeclared,Concept,"{""ns"": ""us-gaap""}"
period_2015-01-27,Period,"{""end"": ""2015-01-27""}"
period_2015-01-31,Period,"{""end"": ""2015-01-31""}"
period_2015-04-30,Period,"{""end"": ""2015-04-30""}"
period_2015-07-31,Period,"{""end"": ""2015-07-31""}"
period_2019-01-31,Period,"{""end"": ""2019-01-31""}"
period_2019-04-30,Period,"{""end"": ""2019-04-30""}"
period_2019-07-31,Period,"{""end"": ""2019-07-31""}"
period_2020-01-31,Period,"{""end"": ""2020-01-31""}"
concept_us-gaap:ContractualInterestExpenseOnPrepetitionLiabilitiesNotRecognizedInStatementOfOperations,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ContractWithCustomerLiabilityNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ConversionOfStockSharesConverted1,Concept,"{""ns"": ""us-gaap""}"
period_2014-01-08,Period,"{""end"": ""2014-01-08""}"
period_2014-01-14,Period,"{""end"": ""2014-01-14""}"
period_2014-02-07,Period,"{""end"": ""2014-02-07""}"
period_2014-02-14,Period,"{""end"": ""2014-02-14""}"
period_2014-02-19,Period,"{""end"": ""2014-02-19""}"
concept_us-gaap:ConvertiblePreferredDividendsNetOfTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:ConvertiblePreferredStockSharesReservedForFutureIssuance,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:CostOfServicesCatering,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtAndCapitalLeaseObligations,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtInstrumentBasisSpreadOnVariableRate1,Concept,"{""ns"": ""us-gaap""}"
period_2014-01-31,Period,"{""end"": ""2014-01-31""}"
concept_us-gaap:DebtInstrumentInterestRateEffectivePercentage,Concept,"{""ns"": ""us-gaap""}"
period_2011-10-04,Period,"{""end"": ""2011-10-04""}"
concept_us-gaap:DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtorReorganizationItemsDebtorInPossessionFacilityFinancingCosts,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtorReorganizationItemsImpairmentLoss,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtorReorganizationItemsOtherExpenseIncome,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtorReorganizationItemsPensionAndOtherPostretirementRelatedCharges,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DebtWeightedAverageInterestRate,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredAirTrafficRevenue,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredCompensationLiabilityCurrentAndNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredCreditsAndOtherLiabilities,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredCreditsAndOtherLiabilitiesNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredRentCredit,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredRevenueAndCreditsNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredRevenueNoncurrent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsDeferredGainOnSaleLeasebackTransaction,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsFrequentFlierLiability,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxCreditCarryforwardsOther,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DeferredTaxLiabilitiesLeasingArrangements,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanAmortizationOfNetPriorServiceCostCredit,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanAssetsTransferredToFromPlan,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanContributionsByEmployer,Concept,"{""ns"": ""us-gaap""}"
period_2012-04-13,Period,"{""end"": ""2012-04-13""}"
concept_us-gaap:DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanEffectOfSettlementsAndCurtailmentsOnAccumulatedBenefitObligation,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanEquitySecurities,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanExpectedFutureBenefitPaymentsInYearOne,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanExpectedFutureEmployerContributionsNextFiscalYear,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanFairValueOfPlanAssets,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanForeignCurrencyExchangeRateChangesPlanAssets,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanFundedStatusOfPlan,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanHealthCareCostTrendRateAssumedForNextFiscalYear,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanPlanAmendments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanRecognizedNetGainLossDueToSettlementsAndCurtailments1,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlansEstimatedFutureEmployerContributionsInCurrentFiscalYear,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DefinedBenefitPlanUltimateHealthCareCostTrendRate,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DepositsOnFlightEquipment,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeAssetCollateralObligationToReturnCashOffset,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeCashReceivedOnHedge,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeFairValueOfDerivativeAsset,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,Concept,"{""ns"": ""us-gaap""}"
concept_us-gaap:DerivativeGainLossOnDerivativeNet,Concept,"{""ns"": ""us-gaap""}"
