parent,child,source
us-gaap:Liabilities,us-gaap:DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,auto
us-gaap:OperatingExpenses,us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseImpairmentLosses,auto
us-gaap:Liabilities,us-gaap:FairValueHedgeLiabilitiesAtFairValue,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMaximum,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsUsefulLifeMinimum,auto
us-gaap:Assets,us-gaap:GoodwillAndIntangibleAssetImpairment,auto
us-gaap:Assets,us-gaap:ImpairmentOfIntangibleAssetsFinitelived,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxExpenseBenefitContinuingOperationsGovernmentGrants,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,auto
us-gaap:Assets,us-gaap:IndefiniteLivedIntangibleAssetsExcludingGoodwillFairValueDisclosure,auto
us-gaap:Assets,us-gaap:IndefiniteLivedIntangibleAssetsWrittenOffRelatedToSaleOfBusinessUnit,auto
us-gaap:Assets,us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets1,auto
us-gaap:Assets,us-gaap:OtherAssetImpairmentCharges,auto
us-gaap:OperatingExpenses,us-gaap:OtherGeneralExpense,auto
us-gaap:OperatingExpenses,us-gaap:OtherNoncashExpense,auto
us-gaap:OperatingExpenses,us-gaap:OtherNonrecurringExpense,auto
us-gaap:OperatingExpenses,us-gaap:OtherOperatingIncomeExpenseNet,auto
us-gaap:Revenues,us-gaap:SegmentReportingInformationRevenue,auto
us-gaap:Assets,us-gaap:TangibleAssetImpairmentCharges,auto
us-gaap:OperatingExpenses,us-gaap:UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,auto
us-gaap:OperatingExpenses,us-gaap:DeferredOtherTaxExpenseBenefit,auto
us-gaap:Liabilities,us-gaap:DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationDeferredTaxAssets,auto
us-gaap:Liabilities,us-gaap:DisposalGroupIncludingDiscontinuedOperationDeferredTaxLiabilities,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentAssets,auto
us-gaap:Liabilities,us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherNoncurrentLiabilities,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,auto
us-gaap:Assets,us-gaap:OtherIndefiniteLivedIntangibleAssets,auto
us-gaap:Revenues,us-gaap:RevenueFromRelatedParties,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,auto
us-gaap:OperatingExpenses,us-gaap:OtherSellingGeneralAndAdministrativeExpense,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,auto
us-gaap:Liabilities,us-gaap:AccountsPayableAndAccruedLiabilities,auto
us-gaap:OperatingExpenses,us-gaap:AccountsReceivableChangeInMethodCreditLossExpenseReversal,auto
us-gaap:Assets,us-gaap:AdditionsToNoncurrentAssets,auto
us-gaap:Assets,us-gaap:AssetRetirementObligation,auto
us-gaap:Assets,us-gaap:AssetRetirementObligationAccretionExpense,auto
us-gaap:Assets,us-gaap:AssetRetirementObligationForeignCurrencyTranslation,auto
us-gaap:Assets,us-gaap:AssetRetirementObligationForeignCurrencyTranslationGainLoss,auto
us-gaap:Assets,us-gaap:AssetRetirementObligationLiabilitiesIncurred,auto
us-gaap:Assets,us-gaap:AssetRetirementObligationLiabilitiesSettled,auto
us-gaap:Assets,us-gaap:AssetRetirementObligationRevisionOfEstimate,auto
us-gaap:Assets,us-gaap:AssetRetirementObligationsNoncurrent,auto
us-gaap:Assets,us-gaap:AssetsHeldForSaleAtCarryingValue,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssets,auto
us-gaap:Liabilities,us-gaap:BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationProjectedBenefitObligationAsset,auto
us-gaap:Liabilities,us-gaap:BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,auto
us-gaap:OperatingExpenses,us-gaap:CapitalizedExploratoryWellCostChargedToExpense,auto
us-gaap:OperatingExpenses,us-gaap:CapitalizedExploratoryWellCostChargedToExpense1,auto
us-gaap:Liabilities,us-gaap:DeferredTaxAndOtherLiabilitiesNoncurrent,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,auto
us-gaap:Assets,us-gaap:DerivativeAssetFairValueNet,auto
us-gaap:Assets,us-gaap:DerivativeAssetsCurrent,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityFairValueNet,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityFairValueNet1,auto
us-gaap:Assets,us-gaap:EntityWideDisclosureOnGeographicAreasLongLivedAssetsInIndividualForeignCountriesAmount,auto
us-gaap:Revenues,us-gaap:EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToIndividualForeignCountriesAmount,auto
us-gaap:OperatingExpenses,us-gaap:ExplorationExpense,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxExaminationInterestExpense,auto
us-gaap:Assets,us-gaap:IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseOther,auto
us-gaap:Assets,us-gaap:InvestmentsAndOtherNoncurrentAssets,auto
us-gaap:Assets,us-gaap:LiabilitiesOfAssetsHeldForSale,auto
us-gaap:OperatingExpenses,us-gaap:NetPeriodicDefinedBenefitsExpenseReversalOfExpenseExcludingServiceCostComponent,auto
us-gaap:Assets,us-gaap:NoncashOrPartNoncashAcquisitionOtherAssetsAcquired1,auto
us-gaap:Liabilities,us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansNoncurrentLiabilities,auto
us-gaap:Assets,us-gaap:ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,auto
us-gaap:OperatingExpenses,us-gaap:StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,auto
us-gaap:Assets,us-gaap:ImpairmentOfLongLivedAssetsHeldForUse,auto
us-gaap:Liabilities,us-gaap:PaymentForContingentConsiderationLiabilityFinancingActivities,auto
us-gaap:Assets,us-gaap:ContractWithCustomerAssetGross,auto
us-gaap:Liabilities,us-gaap:ContractWithCustomerLiabilityCumulativeCatchUpAdjustmentToRevenueChangeInEstimateOfTransactionPrice,auto
us-gaap:Liabilities,us-gaap:DeferredCompensationLiabilityCurrent,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsInvestmentInSubsidiaries,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanActualReturnOnPlanAssets,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsAccumulatedBenefitObligation,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsPlanAssets,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPensionPlanWithProjectedBenefitObligationInExcessOfPlanAssetsProjectedBenefitObligation,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPlanAssetsBenefitsPaid,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPlanAssetsForeignCurrencyTranslationGainLoss,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanSettlementsPlanAssets,auto
us-gaap:Assets,us-gaap:DerivativeAssetFairValueGrossLiability,auto
us-gaap:Assets,us-gaap:DerivativeAssetFairValueOfCollateral,auto
us-gaap:Assets,us-gaap:DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,auto
us-gaap:Assets,us-gaap:DerivativeAssetNotOffsetPolicyElectionDeduction,auto
us-gaap:Assets,us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowed,auto
us-gaap:Assets,us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedAmountOffsetAgainstCollateral,auto
us-gaap:Assets,us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnSecurities,auto
us-gaap:Assets,us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedGross,auto
us-gaap:Assets,us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedLiability,auto
us-gaap:Assets,us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedNotOffsetPolicyElectionDeduction,auto
us-gaap:Assets,us-gaap:DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,auto
us-gaap:Assets,us-gaap:DerivativeAssetsNoncurrent,auto
us-gaap:Assets,us-gaap:DerivativeLiabilityFairValueGrossAsset,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityNotOffsetPolicyElectionDeduction,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAmountOffsetAgainstCollateral,auto
us-gaap:Assets,us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAsset,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimSecurities,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedGross,auto
us-gaap:Assets,us-gaap:EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,auto
us-gaap:Assets,us-gaap:EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,auto
us-gaap:Revenues,us-gaap:EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,auto
us-gaap:Revenues,us-gaap:EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,auto
us-gaap:Assets,us-gaap:FairValueAssetsAndLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInEarnings,auto
us-gaap:Assets,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetAndLiabilityGainLossIncludedInOtherComprehensiveIncomeLoss,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInEmployeeRelatedLiabilities,auto
us-gaap:OperatingExpenses,us-gaap:PrepaidExpenseOtherNoncurrent,auto
us-gaap:Revenues,us-gaap:SegmentReportingInformationRevenueFromExternalCustomers,auto
us-gaap:OperatingExpenses,us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges,auto
us-gaap:Liabilities,us-gaap:GovernmentAssistanceLiabilityCurrent,auto
us-gaap:Assets,us-gaap:DerivativeAssetFairValueAfterOffsetAndDeductionSubjectToMasterNettingArrangement,auto
us-gaap:Assets,us-gaap:DerivativeAssetSecurityPurchasedUnderAgreementToResellSecurityBorrowedAfterOffsetAndDeductionSubjectToMasterNettingArrangement,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityFairValueAfterOffsetAndDeductionSubjectToMasterNettingArrangement,auto
us-gaap:Liabilities,us-gaap:BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilities,auto
us-gaap:Liabilities,us-gaap:BusinessCombinationContingentConsiderationLiabilityNoncurrent,auto
us-gaap:Assets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,auto
us-gaap:Assets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilities,auto
us-gaap:Assets,us-gaap:ContractWithCustomerAssetNet,auto
us-gaap:Assets,us-gaap:ContractWithCustomerAssetNetCurrent,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsHedgingTransactions,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesDeferredExpenseCapitalizedSoftware,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateBenefitObligation,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPlansWithBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,auto
us-gaap:Assets,us-gaap:DepositsAssetsNoncurrent,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilitiesNoncurrent,auto
us-gaap:Assets,us-gaap:EffectiveIncomeTaxRateReconciliationDispositionOfAssets,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisCashAndCashEquivalents,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesLevel1ToLevel2TransfersAmount,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesLevel2ToLevel1TransfersAmount,auto
us-gaap:OperatingExpenses,us-gaap:FederalIncomeTaxExpenseBenefitContinuingOperations,auto
us-gaap:Liabilities,us-gaap:FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear,auto
us-gaap:Liabilities,us-gaap:FinancialLiabilitiesFairValueDisclosure,auto
us-gaap:Revenues,us-gaap:FinancialServicesRevenue,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsPeriodIncreaseDecrease,auto
us-gaap:OperatingExpenses,us-gaap:FutureAmortizationExpenseRemainderOfFiscalYear,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseDebtExcludingAmortization,auto
us-gaap:Liabilities,us-gaap:LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,auto
us-gaap:Liabilities,us-gaap:LiabilityForUncertainTaxPositionsNoncurrent,auto
us-gaap:Assets,us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostBeforeTax,auto
us-gaap:Assets,us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostNetOfTax,auto
us-gaap:Assets,us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlantNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostTax,auto
us-gaap:Liabilities,us-gaap:OtherSundryLiabilitiesNoncurrent,auto
us-gaap:Assets,us-gaap:PledgedAssetsSeparatelyReportedOtherAssetsPledgedAsCollateralAtFairValue,auto
us-gaap:OperatingExpenses,us-gaap:ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,auto
us-gaap:Revenues,us-gaap:SalesTypeLeaseRevenue,auto
us-gaap:Revenues,us-gaap:SegmentReportingReconcilingItemsRevenue,auto
us-gaap:OperatingExpenses,us-gaap:TaxCutsAndJobsActOf2017MeasurementPeriodAdjustmentIncomeTaxExpenseBenefit,auto
us-gaap:OperatingExpenses,us-gaap:UnamortizedDebtIssuanceExpense,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationAssetsNoncurrent,auto
us-gaap:Assets,us-gaap:PropertyPlantAndEquipmentExcludingLessorAssetUnderOperatingLeaseAccumulatedDepreciation,auto
us-gaap:Assets,us-gaap:PropertyPlantAndEquipmentExcludingLessorAssetUnderOperatingLeaseAfterAccumulatedDepreciation,auto
us-gaap:Assets,us-gaap:PropertyPlantAndEquipmentExcludingLessorAssetUnderOperatingLeaseBeforeAccumulatedDepreciation,auto
us-gaap:Revenues,us-gaap:InterestRevenueExpenseNet,auto
us-gaap:Assets,us-gaap:AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherPercentageOfNonperformingAssets,auto
us-gaap:Liabilities,us-gaap:BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsContingencies,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReturnsAndAllowances,auto
us-gaap:Assets,us-gaap:DeferredTaxLiabilitiesInterestsInFinancialAssetsContinuedToBeHeld,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesPrepaidExpenses,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanExpectedReturnOnPlanAssets,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsEquitySecurities,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityNotionalAmount,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsWeightedAverageUsefulLife,auto
us-gaap:Liabilities,us-gaap:IncomeTaxExaminationLiabilityRefundAdjustmentFromSettlementWithTaxingAuthority,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxReconciliationNondeductibleExpenseOther,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxReconciliationNondeductibleExpenseResearchAndDevelopment,auto
us-gaap:Liabilities,us-gaap:LiabilitiesFairValueDisclosureNonrecurring,auto
us-gaap:Liabilities,us-gaap:ProductLiabilityAccrualPeriodExpense,auto
us-gaap:OperatingExpenses,us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateIncomeTaxExpenseBenefit,auto
us-gaap:Assets,us-gaap:ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,auto
us-gaap:OperatingExpenses,us-gaap:CapitalLeasesIncomeStatementInterestExpense,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetParentsBasisInDiscontinuedOperation,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsUnrealizedCurrencyLosses,auto
us-gaap:Assets,us-gaap:GainLossOnSalesOfAssetsAndAssetImpairmentCharges,auto
us-gaap:Liabilities,us-gaap:LiabilityForUncertainTaxPositionsCurrent,auto
us-gaap:Assets,us-gaap:NoncashOrPartNoncashAcquisitionFixedAssetsAcquired,auto
us-gaap:Assets,us-gaap:PledgedAssetsNotSeparatelyReportedOnStatementOfFinancialPosition,auto
us-gaap:Assets,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,auto
us-gaap:Assets,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,auto
us-gaap:OperatingExpenses,us-gaap:InterestIncomeExpenseNonoperatingNet,auto
us-gaap:OperatingExpenses,us-gaap:AccumulatedDepreciationDepletionAndAmortizationExpensePropertyPlantAndEquipmentCurrentCharge,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpense,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,auto
us-gaap:Revenues,us-gaap:FranchiseRevenue,auto
us-gaap:OperatingExpenses,us-gaap:NetInvestmentInLeaseChangeInPresentValueExpenseReversal,auto
us-gaap:Assets,us-gaap:PaymentsToAcquireOtherProductiveAssets,auto
us-gaap:Revenues,us-gaap:RoyaltyRevenue,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInOperatingLeaseLiability,auto
us-gaap:Assets,us-gaap:AcquiredIndefiniteLivedIntangibleAssetAmount,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssetsMarketableSecurities,auto
us-gaap:Assets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,auto
us-gaap:Assets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedLessNoncontrollingInterest,auto
us-gaap:Revenues,us-gaap:DisposalGroupIncludingDiscontinuedOperationRevenue,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInInvestmentIncome,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisGainLossIncludedInInvestmentIncome,auto
us-gaap:Assets,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,auto
us-gaap:Assets,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,auto
us-gaap:Assets,us-gaap:ForeignCurrencyCashFlowHedgeAssetAtFairValue,auto
us-gaap:Liabilities,us-gaap:ForeignCurrencyCashFlowHedgeLiabilityAtFairValue,auto
us-gaap:Liabilities,us-gaap:ForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLiabilityAtFairValue,auto
us-gaap:OperatingExpenses,us-gaap:FutureAmortizationExpenseAfterYearFive,auto
us-gaap:Liabilities,us-gaap:HedgedLiabilityFairValueHedge,auto
us-gaap:Liabilities,us-gaap:HedgedLiabilityFairValueHedgeCumulativeIncreaseDecrease,auto
us-gaap:Assets,us-gaap:InterestRateFairValueHedgeAssetAtFairValue,auto
us-gaap:Liabilities,us-gaap:LossContingencyAccrualProductLiabilityNet,auto
us-gaap:Liabilities,us-gaap:LossContingencyAccrualProductLiabilityUndiscountedDueWithinOneYear,auto
us-gaap:Liabilities,us-gaap:NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed,auto
us-gaap:Liabilities,us-gaap:NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,auto
us-gaap:Liabilities,us-gaap:OtherAccountsPayableAndAccruedLiabilities,auto
us-gaap:Assets,us-gaap:OtherAssetsMiscellaneousCurrent,auto
us-gaap:Liabilities,us-gaap:OtherEmployeeRelatedLiabilitiesCurrent,auto
us-gaap:Liabilities,us-gaap:PaymentForContingentConsiderationLiabilityInvestingActivities,auto
us-gaap:Liabilities,us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,auto
us-gaap:Assets,us-gaap:PriceRiskCashFlowHedgeAssetAtFairValue,auto
us-gaap:Liabilities,us-gaap:PriceRiskCashFlowHedgeLiabilityAtFairValue,auto
us-gaap:Assets,us-gaap:PriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,auto
us-gaap:Assets,us-gaap:DerivativeAssetNotSubjectToMasterNettingArrangementDeduction,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityNotSubjectToMasterNettingArrangementDeduction,auto
us-gaap:Liabilities,us-gaap:LiabilityForAsbestosAndEnvironmentalClaimsGrossPeriodIncreaseDecrease,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseDebt,auto
us-gaap:Assets,us-gaap:DeferredIncomeTaxesAndOtherAssetsNoncurrent,auto
us-gaap:OperatingExpenses,us-gaap:DisposalGroupIncludingDiscontinuedOperationOperatingExpense,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsInvestments,auto
us-gaap:Liabilities,us-gaap:AccruedLiabilitiesAndOtherLiabilities,auto
us-gaap:Assets,us-gaap:AssetsHeldForSaleLongLivedFairValueDisclosure,auto
us-gaap:Assets,us-gaap:CapitalToRiskWeightedAssets,auto
us-gaap:OperatingExpenses,us-gaap:CashFlowHedgeGainLossReclassifiedToInterestExpenseNet,auto
us-gaap:Assets,us-gaap:ContractuallySpecifiedServicingFeesLateFeesAndAncillaryFeesEarnedInExchangeForServicingFinancialAssets,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsStateTaxes,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetTransitionAssetsObligationsBeforeTax,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanAmortizationOfNetTransitionAssetObligation,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanFairValueOfPlanAssetsPeriodIncreaseDecrease,auto
us-gaap:OperatingExpenses,us-gaap:EquipmentExpense,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisFederalFundsSoldAndSecuritiesBorrowedOrPurchasedUnderAgreementsToResell,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInOtherIncome,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInTradingRevenue,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisTradingLiabilities,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,auto
us-gaap:Assets,us-gaap:FinancialAssetsSoldUnderAgreementsToRepurchaseGrossIncludingNotSubjectToMasterNettingArrangement,auto
us-gaap:Assets,us-gaap:HedgedAssetFairValueHedge,auto
us-gaap:Assets,us-gaap:HedgedAssetFairValueHedgeCumulativeIncreaseDecrease,auto
us-gaap:Assets,us-gaap:HedgedAssetFairValueHedgeLastOfLayerAmount,auto
us-gaap:Assets,us-gaap:IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,auto
us-gaap:Liabilities,us-gaap:LiabilitiesFairValueAdjustment,auto
us-gaap:Assets,us-gaap:NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired,auto
us-gaap:Assets,us-gaap:NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,auto
us-gaap:Liabilities,us-gaap:NonfinancialLiabilitiesFairValueDisclosure,auto
us-gaap:Assets,us-gaap:PrepayableFinancialAssetClosedPortfolioLastOfLayerAmortizedCost,auto
us-gaap:Assets,us-gaap:ProceedsFromSaleOfForeclosedAssets,auto
us-gaap:Assets,us-gaap:SecuritiesLoanedIncludingNotSubjectToMasterNettingArrangementAndAssetsOtherThanSecuritiesTransferred,auto
us-gaap:Assets,us-gaap:SecuritizationFinancialAssetForWhichTransferIsAccountedAsSaleGainLossOnSale,auto
