parent,child,source
us-gaap:Liabilities,us-gaap:LiabilitiesSubjectToCompromiseAircraftObligationsAndDeferredGains,auto
us-gaap:Liabilities,us-gaap:LiabilitiesSubjectToCompromiseDebtAndAccruedInterest,auto
us-gaap:Liabilities,us-gaap:LiabilitiesSubjectToCompromiseEmployeeAndDeemedClaims,auto
us-gaap:Liabilities,us-gaap:LiabilitiesSubjectToCompromiseOtherLiabilities,auto
us-gaap:Liabilities,us-gaap:LiabilitiesSubjectToCompromisePensionAndOtherPostretirementObligations,auto
us-gaap:Liabilities,us-gaap:LiabilitiesSubjectToCompromiseProvisionForExpectedAndAllowedClaims,auto
us-gaap:OperatingExpenses,us-gaap:LitigationSettlementExpense,auto
us-gaap:Assets,us-gaap:NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,auto
us-gaap:Assets,us-gaap:NoncurrentAssets,auto
us-gaap:OperatingExpenses,us-gaap:NonoperatingIncomeExpense,auto
us-gaap:OperatingExpenses,us-gaap:OperatingLeasesRentExpenseNet,auto
us-gaap:Liabilities,us-gaap:OtherAccruedLiabilitiesNoncurrent,auto
us-gaap:Assets,us-gaap:OtherAssets,auto
us-gaap:OperatingExpenses,us-gaap:OtherCostAndExpenseOperating,auto
us-gaap:Liabilities,us-gaap:OtherNoncurrentLiabilities,auto
us-gaap:Liabilities,us-gaap:OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,auto
us-gaap:Revenues,us-gaap:OtherSalesRevenueNet,auto
us-gaap:OperatingExpenses,us-gaap:OtherTaxExpenseBenefit,auto
us-gaap:Revenues,us-gaap:PassengerRevenue,auto
us-gaap:Revenues,us-gaap:PassengerRevenueMainline,auto
us-gaap:Revenues,us-gaap:PassengerRevenueRegional,auto
us-gaap:Assets,us-gaap:PaymentsForProceedsFromProductiveAssets,auto
us-gaap:Assets,us-gaap:PaymentsToAcquireProductiveAssets,auto
us-gaap:OperatingExpenses,us-gaap:PensionAndOtherPostretirementBenefitExpense,auto
us-gaap:OperatingExpenses,us-gaap:PensionAndOtherPostretirementBenefitsExpenseReversalOfExpenseNoncash,auto
us-gaap:Liabilities,us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,auto
us-gaap:Assets,us-gaap:PrepaidExpenseAndOtherAssetsNoncurrent,auto
us-gaap:Assets,us-gaap:ProceedsFromSaleOfIntangibleAssets,auto
us-gaap:Assets,us-gaap:ProceedsFromSaleOfOtherAssets1,auto
us-gaap:Assets,us-gaap:ProceedsFromSaleOfProductiveAssets,auto
us-gaap:Assets,us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,auto
us-gaap:Assets,us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,auto
us-gaap:Assets,us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,auto
us-gaap:Assets,us-gaap:RestructuringCostsAndAssetImpairmentCharges,auto
us-gaap:OperatingExpenses,us-gaap:RestructuringReservePeriodExpense,auto
us-gaap:Assets,us-gaap:RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,auto
us-gaap:OperatingExpenses,us-gaap:SaleLeasebackTransactionRentExpense,auto
us-gaap:Revenues,us-gaap:SalesRevenueServicesGross,auto
us-gaap:Revenues,us-gaap:SalesRevenueServicesNet,auto
us-gaap:OperatingExpenses,us-gaap:SellingAndMarketingExpense,auto
us-gaap:OperatingExpenses,us-gaap:SellingExpense,auto
us-gaap:Assets,us-gaap:TaxCreditCarryforwardDeferredTaxAsset,auto
us-gaap:OperatingExpenses,us-gaap:TaxCutsAndJobsActOf2017IncomeTaxExpenseBenefit,auto
us-gaap:Assets,us-gaap:FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnfundedCommittments,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseNonoperating,auto
us-gaap:Liabilities,us-gaap:AccruedLiabilities,auto
us-gaap:Assets,us-gaap:AcquiredFiniteLivedIntangibleAssetAmount,auto
us-gaap:Assets,us-gaap:AcquiredFiniteLivedIntangibleAssetWeightedAverageUsefulLife,auto
us-gaap:Assets,us-gaap:AssetsFairValueDisclosureNonrecurring,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,auto
us-gaap:Liabilities,us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,auto
us-gaap:Liabilities,us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccruedLiabilities,auto
us-gaap:Liabilities,us-gaap:BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,auto
us-gaap:Liabilities,us-gaap:BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,auto
us-gaap:Assets,us-gaap:ContractWithCustomerAssetAccumulatedAllowanceForCreditLoss,auto
us-gaap:Assets,us-gaap:ContractWithCustomerAssetCreditLossExpense,auto
us-gaap:Revenues,us-gaap:CostOfRevenue,auto
us-gaap:OperatingExpenses,us-gaap:DeferredCompensationArrangementWithIndividualCompensationExpense,auto
us-gaap:Liabilities,us-gaap:DeferredIncomeTaxesAndOtherTaxLiabilitiesNoncurrent,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsOtherComprehensiveLoss,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesFinancingArrangements,auto
us-gaap:Liabilities,us-gaap:DefinedBenefitPensionPlanLiabilitiesNoncurrent,auto
us-gaap:Liabilities,us-gaap:DefinedBenefitPensionPlanNoncurrentLiabilities,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanAmountOfEmployerAndRelatedPartySecuritiesIncludedInPlanAssets,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanNoncurrentAssetsForPlanBenefits,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateFairValueOfPlanAssets,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateProjectedBenefitObligation,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanWeightedAverageAssetAllocations,auto
us-gaap:Assets,us-gaap:DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,auto
us-gaap:Assets,us-gaap:DerivativeAssets,auto
us-gaap:Assets,us-gaap:DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,auto
us-gaap:Liabilities,us-gaap:DerivativeFairValueOfDerivativeLiability,auto
us-gaap:Liabilities,us-gaap:DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,auto
us-gaap:Liabilities,us-gaap:DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilities,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityCollateralRightToReclaimCashOffset,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityFairValueGrossLiabilityIncludingNotSubjectToMasterNettingArrangement,auto
us-gaap:Liabilities,us-gaap:DerivativeNetLiabilityPositionAggregateFairValue,auto
us-gaap:Liabilities,us-gaap:DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,auto
us-gaap:Assets,us-gaap:EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,auto
us-gaap:OperatingExpenses,us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,auto
us-gaap:Liabilities,us-gaap:EmployeeRelatedLiabilitiesCurrentAndNoncurrent,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisDerivativeFinancialInstrumentsAssets,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisDerivativeFinancialInstrumentsLiabilities,auto
us-gaap:Assets,us-gaap:FairValueOfAssetsAcquired,auto
us-gaap:OperatingExpenses,us-gaap:FinancingInterestExpense,auto
us-gaap:OperatingExpenses,us-gaap:FutureAmortizationExpenseYearFive,auto
us-gaap:OperatingExpenses,us-gaap:FutureAmortizationExpenseYearFour,auto
us-gaap:OperatingExpenses,us-gaap:FutureAmortizationExpenseYearThree,auto
us-gaap:OperatingExpenses,us-gaap:GeneralAndAdministrativeExpense,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxExaminationPenaltiesAndInterestExpense,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,auto
us-gaap:Assets,us-gaap:IncreaseDecreaseInContractWithCustomerAsset,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInContractWithCustomerLiability,auto
us-gaap:Revenues,us-gaap:IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInOtherAccruedLiabilities,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInOtherNoncurrentLiabilities,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInOtherOperatingLiabilities,auto
us-gaap:OperatingExpenses,us-gaap:InterestAndDebtExpense,auto
us-gaap:Liabilities,us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueAfterRollingYearFive,auto
us-gaap:Liabilities,us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFive,auto
us-gaap:Liabilities,us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearFour,auto
us-gaap:Liabilities,us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearThree,auto
us-gaap:Liabilities,us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueInRollingYearTwo,auto
us-gaap:Liabilities,us-gaap:LesseeOperatingLeaseLiabilityPaymentsDueNextRollingTwelveMonths,auto
us-gaap:Liabilities,us-gaap:Liabilities,auto
us-gaap:Assets,us-gaap:NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired,auto
us-gaap:Revenues,us-gaap:OperatingLeasesIncomeStatementSubleaseRevenue,auto
us-gaap:Liabilities,us-gaap:OtherAccruedLiabilitiesCurrentAndNoncurrent,auto
us-gaap:OperatingExpenses,us-gaap:OtherPostretirementBenefitExpense,auto
us-gaap:Liabilities,us-gaap:OtherPostretirementDefinedBenefitPlanNoncurrentLiabilities,auto
us-gaap:Assets,us-gaap:OtherRestrictedAssetsCurrent,auto
us-gaap:Assets,us-gaap:PaymentsToAcquireIntangibleAssets,auto
us-gaap:OperatingExpenses,us-gaap:PensionExpense,auto
us-gaap:OperatingExpenses,us-gaap:ProvisionForLoanLossesExpensed,auto
us-gaap:Assets,us-gaap:SegmentReportingInformationAssets,auto
us-gaap:Revenues,us-gaap:SegmentReportingInformationIntersegmentRevenue,auto
us-gaap:Assets,us-gaap:ContractWithCustomerAssetAllowanceForCreditLossWriteoff,auto
us-gaap:Liabilities,us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,auto
us-gaap:OperatingExpenses,us-gaap:EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxReconciliationMinorityInterestIncomeExpense,auto
us-gaap:Assets,us-gaap:SegmentExpenditureAdditionToLongLivedAssets,auto
us-gaap:Liabilities,us-gaap:GovernmentAssistanceLiability,auto
us-gaap:Assets,us-gaap:AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,auto
us-gaap:Liabilities,us-gaap:LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,auto
us-gaap:Liabilities,us-gaap:AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,auto
us-gaap:Liabilities,us-gaap:AccountsPayableAndOtherAccruedLiabilities,auto
us-gaap:Revenues,us-gaap:AdministrativeServicesRevenue,auto
us-gaap:Assets,us-gaap:AssetManagementFees,auto
us-gaap:Assets,us-gaap:AssetManagementFees1,auto
us-gaap:Assets,us-gaap:AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,auto
us-gaap:Revenues,us-gaap:BrokerageCommissionsRevenue,auto
us-gaap:Revenues,us-gaap:BusinessAcquisitionProFormaRevenue,auto
us-gaap:Assets,us-gaap:CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,auto
us-gaap:Assets,us-gaap:CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,auto
us-gaap:Assets,us-gaap:CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorPurchasesOfDelinquentOrForeclosedAssets,auto
us-gaap:Assets,us-gaap:ContinuingInvolvementWithTransferredFinancialAssetsPrincipalAmountOutstanding,auto
us-gaap:Liabilities,us-gaap:ContractWithCustomerRefundLiabilityCurrent,auto
us-gaap:Assets,us-gaap:CreditRiskDerivativeAssetsAtFairValue,auto
us-gaap:Liabilities,us-gaap:CreditRiskDerivativeLiabilitiesAtFairValue,auto
us-gaap:Liabilities,us-gaap:CustomerLoyaltyProgramLiabilityCurrent,auto
us-gaap:OperatingExpenses,us-gaap:DebtSecuritiesHeldToMaturityCreditLossExpenseReversal,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLossReserves,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesMortgageServicingRights,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesPropertyPlantAndEquipment,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesTaxDeferredIncome,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanActualReturnOnPlanAssetsStillHeld,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanChangeInFairValueOfPlanAssetsLevel3ReconciliationPeriodIncreaseDecrease,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPlanAssetsLevel3ReconciliationDecreaseForSettlement,auto
us-gaap:Assets,us-gaap:DerivativeAssetDesignatedAsHedgingInstrumentFairValue,auto
us-gaap:Assets,us-gaap:DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,auto
us-gaap:Assets,us-gaap:DerivativeAssetNotDesignatedAsHedgingInstrumentFairValue,auto
us-gaap:Assets,us-gaap:DerivativeAssetNotSubjectToMasterNettingArrangement,auto
us-gaap:Assets,us-gaap:DerivativeCreditRiskValuationAdjustmentDerivativeAssets,auto
us-gaap:Liabilities,us-gaap:DerivativeCreditRiskValuationAdjustmentDerivativeLiabilities,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityDesignatedAsHedgingInstrumentFairValue,auto
us-gaap:Assets,us-gaap:DerivativeLiabilityFairValueGrossAssetAndRightToReclaimCashOffset,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityNotDesignatedAsHedgingInstrumentFairValue,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityNotSubjectToMasterNettingArrangement,auto
us-gaap:OperatingExpenses,us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpense,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisLoansReceivable,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisServicingRights,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisTradingAccountAssets,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisBorrowings,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisObligations,auto
us-gaap:Liabilities,us-gaap:FairValueLiabilitiesMeasuredOnRecurringBasisSecuritiesSoldNotYetPurchased,auto
us-gaap:Liabilities,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSales,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersIntoLevel3,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersNet,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,auto
us-gaap:Assets,us-gaap:FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisWithUnobservableInputs,auto
us-gaap:Assets,us-gaap:FairValueOptionCreditRiskGainsLossesOnAssets,auto
us-gaap:Liabilities,us-gaap:FairValueOptionCreditRiskGainsLossesOnLiabilities,auto
us-gaap:Assets,us-gaap:FairValueOptionLoansHeldAsAssetsAggregateDifference,auto
us-gaap:OperatingExpenses,us-gaap:FederalDepositInsuranceCorporationPremiumExpense,auto
us-gaap:OperatingExpenses,us-gaap:FinancingReceivableChangeInPresentValueExpenseReversal,auto
us-gaap:OperatingExpenses,us-gaap:ForeclosedRealEstateExpense,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInTradingLiabilities,auto
us-gaap:Liabilities,us-gaap:InterestBearingDepositLiabilitiesDomestic,auto
us-gaap:Liabilities,us-gaap:InterestBearingDepositLiabilitiesForeign,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseBeneficialInterestsIssuedByConsolidatedVariableInterestEntities,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseCommercialPaper,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseDeposits,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchase,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseLongTermDebt,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseShortTermBorrowings,auto
us-gaap:Liabilities,us-gaap:InterestExpenseTradingLiabilities,auto
us-gaap:OperatingExpenses,us-gaap:InterestIncomeExpenseAfterProvisionForLoanLoss,auto
us-gaap:Revenues,us-gaap:InterestRevenueExpense,auto
us-gaap:Revenues,us-gaap:InvestmentBankingRevenue,auto
us-gaap:Liabilities,us-gaap:NetInvestmentHedgeDerivativeLiabilitiesAtFairValue,auto
us-gaap:Assets,us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleCumulativeEffectOfChangeOnEquityOrNetAssets,auto
us-gaap:Revenues,us-gaap:NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetRevenue,auto
us-gaap:Liabilities,us-gaap:NoninterestBearingDepositLiabilitiesDomestic,auto
us-gaap:Liabilities,us-gaap:NoninterestBearingDepositLiabilitiesForeign,auto
us-gaap:OperatingExpenses,us-gaap:NoninterestExpense,auto
us-gaap:Liabilities,us-gaap:OffBalanceSheetCreditLossLiability,auto
us-gaap:Liabilities,us-gaap:OffBalanceSheetCreditLossLiabilityChangeInMethodCreditLossExpenseReversal,auto
us-gaap:Liabilities,us-gaap:OffBalanceSheetCreditLossLiabilityCreditLossExpenseReversal,auto
us-gaap:OperatingExpenses,us-gaap:OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,auto
us-gaap:Revenues,us-gaap:OperatingLeasesIncomeStatementLeaseRevenue,auto
us-gaap:OperatingExpenses,us-gaap:OperatingLeasesRentExpenseMinimumRentals,auto
us-gaap:OperatingExpenses,us-gaap:OperatingLeasesRentExpenseSubleaseRentals1,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTaxAndReclassificationAdjustmentAttributableToParent,auto
us-gaap:Assets,us-gaap:OtherIntangibleAssetsNet,auto
us-gaap:Liabilities,us-gaap:OtherLiabilities,auto
us-gaap:OperatingExpenses,us-gaap:OtherNoninterestExpense,auto
us-gaap:Revenues,us-gaap:PrincipalTransactionsRevenue,auto
us-gaap:OperatingExpenses,us-gaap:ProfessionalAndContractServicesExpense,auto
us-gaap:Assets,us-gaap:QualitativeAndQuantitativeInformationAssetsOrLiabilitiesForTransferorsContinuingInvolvementInSecuritizationOrAssetbackedFinancingArrangementPrincipalAmountsOutstanding,auto
us-gaap:Revenues,us-gaap:RevenueFromAdministrativeServices,auto
us-gaap:OperatingExpenses,us-gaap:RevenuesNetOfInterestExpense,auto
us-gaap:Liabilities,us-gaap:SecuritiesBorrowedLiability,auto
us-gaap:Assets,us-gaap:SecuritiesLoanedAsset,auto
us-gaap:Liabilities,us-gaap:SecuritiesPurchasedUnderAgreementsToResellLiability,auto
us-gaap:Assets,us-gaap:SecuritiesSoldUnderAgreementsToRepurchaseAsset,auto
us-gaap:OperatingExpenses,us-gaap:SegmentReportingInformationIncomeTaxExpenseBenefit,auto
us-gaap:OperatingExpenses,us-gaap:SegmentReportingInformationInterestIncomeExpenseNet,auto
us-gaap:OperatingExpenses,us-gaap:SegmentReportingInformationNoninterestExpense,auto
us-gaap:Assets,us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInPrepaymentSpeed,auto
us-gaap:Assets,us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInPrepaymentSpeed,auto
us-gaap:Assets,us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInPrepaymentSpeedPercent,auto
us-gaap:Assets,us-gaap:ServicingAssetAtAmortizedValueAmortization,auto
us-gaap:Assets,us-gaap:ServicingAssetAtFairValueAmount,auto
us-gaap:Assets,us-gaap:ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputsOrChangesInAssumptions,auto
us-gaap:Assets,us-gaap:ServicingAssetAtFairValueDisposals,auto
us-gaap:Assets,us-gaap:ServicingAssetAtFairValueOtherChangesThatAffectBalance,auto
us-gaap:Assets,us-gaap:ServicingAssetAtFairValuePeriodIncreaseDecrease,auto
us-gaap:OperatingExpenses,us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateProvisionalIncomeTaxExpenseBenefit,auto
us-gaap:OperatingExpenses,us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingProvisionalIncomeTaxExpenseBenefit,auto
us-gaap:OperatingExpenses,us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalIncomeTaxExpense,auto
us-gaap:Assets,us-gaap:TierOneLeverageCapitalRequiredForCapitalAdequacyToAverageAssets,auto
us-gaap:Assets,us-gaap:TierOneLeverageCapitalRequiredToBeWellCapitalizedToAverageAssets,auto
us-gaap:Assets,us-gaap:TierOneRiskBasedCapitalRequiredForCapitalAdequacyToRiskWeightedAssets,auto
us-gaap:Assets,us-gaap:TierOneRiskBasedCapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,auto
us-gaap:Assets,us-gaap:TierOneRiskBasedCapitalToRiskWeightedAssets,auto
us-gaap:Liabilities,us-gaap:TradingLiabilities,auto
us-gaap:Liabilities,us-gaap:TradingLiabilitiesFairValueDisclosure,auto
us-gaap:Assets,us-gaap:TransferOfFinancialAssetsAccountedForAsSalesAmountDerecognized,auto
us-gaap:Assets,us-gaap:TransfersAccountedForAsSecuredBorrowingsAssetsCarryingAmount,auto
us-gaap:Assets,us-gaap:DerivativeAssetAfterOffsetSubjectToMasterNettingArrangement,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityAfterOffsetSubjectToMasterNettingArrangement,auto
us-gaap:OperatingExpenses,us-gaap:FinancingReceivableExcludingAccruedInterestCreditLossExpenseReversal,auto
us-gaap:Assets,us-gaap:HedgedAssetFairValueHedgeLastOfLayerCumulativeIncreaseDecrease,auto
us-gaap:Assets,us-gaap:HedgedAssetFairValueHedgePortfolioLayerMethodCumulativeIncreaseDecreaseExcludedFromAmortizedCost,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseOperating,auto
us-gaap:OperatingExpenses,us-gaap:NoncashContributionExpense,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsPropertyPlantAndEquipment,auto
us-gaap:Liabilities,us-gaap:AccountsPayableAndAccruedLiabilitiesCurrent,auto
us-gaap:OperatingExpenses,us-gaap:AdjustmentForLongTermIntercompanyTransactionsTaxExpenseBenefit,auto
us-gaap:Assets,us-gaap:AssetsHeldForSaleCurrent,auto
us-gaap:Assets,us-gaap:AssetsHeldForSaleNotPartOfDisposalGroupCurrent,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsDerivativeInstruments,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsEquityMethodInvestments,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsUnrealizedLossesOnAvailableforSaleSecuritiesGross,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesDeferredExpenseOtherCapitalizedCosts,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesDeferredExpenseReservesAndAccruals,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesDerivatives,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesPrepaidPensionCosts,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanBusinessCombinationsAndAcquisitionsPlanAssets,auto
us-gaap:Assets,us-gaap:DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,auto
