doc_id
filing_0000006201_000000620122000046
filing_0000006201_000000620122000071
filing_0000006201_000000620122000086
filing_0000006201_000000620123000018
filing_0000006201_000000620123000042
filing_0000006201_000000620123000070
filing_0000006201_000000620123000092
filing_0000006201_000000620124000010
filing_0000006201_000000620124000032
filing_0000006201_000000620124000048
filing_0000006201_000000620124000060
filing_0000006201_000000620125000010
filing_0000006201_000000620125000023
filing_0000006201_000000620125000038
filing_0000006201_000000620125000052
filing_0000012927_000001292722000022
filing_0000012927_000001292722000058
filing_0000012927_000001292722000073
filing_0000012927_000001292723000007
filing_0000012927_000001292723000029
filing_0000012927_000001292723000048
filing_0000012927_000001292723000062
filing_0000012927_000001292724000010
filing_0000012927_000001292724000025
filing_0000012927_000001292724000055
filing_0000012927_000001292724000082
filing_0000012927_000001292725000015
filing_0000012927_000001292725000031
filing_0000012927_000001292725000062
filing_0000012927_000162828025047023
filing_0000021344_000002134422000016
filing_0000021344_000002134422000034
filing_0000021344_000002134422000042
filing_0000021344_000002134423000011
filing_0000021344_000002134423000024
filing_0000021344_000002134423000048
filing_0000021344_000002134423000060
filing_0000021344_000002134424000009
filing_0000021344_000002134424000017
filing_0000021344_000002134424000044
filing_0000021344_000002134424000060
filing_0000021344_000002134425000011
filing_0000021344_000002134425000029
filing_0000021344_000002134425000061
filing_0000021344_000162828025046054
filing_0000051143_000005114323000021
filing_0000051143_000005114323000032
filing_0000051143_000005114324000012
filing_0000051143_000005114324000025
filing_0000051143_000005114324000039
filing_0000051143_000005114324000049
filing_0000051143_000005114325000015
filing_0000051143_000005114325000032
filing_0000051143_000005114325000052
filing_0000051143_000005114325000064
filing_0000051143_000155837022005983
filing_0000051143_000155837022010985
filing_0000051143_000155837022015322
filing_0000051143_000155837023002376
filing_0000051143_000155837023006656
filing_0000066740_000006674022000036
filing_0000066740_000006674022000065
filing_0000066740_000006674022000076
filing_0000066740_000006674023000014
filing_0000066740_000006674023000028
filing_0000066740_000006674023000058
filing_0000066740_000006674023000092
filing_0000066740_000006674024000016
filing_0000066740_000006674024000053
filing_0000066740_000006674024000080
filing_0000066740_000006674024000101
filing_0000066740_000006674025000006
filing_0000066740_000006674025000039
filing_0000066740_000006674025000063
filing_0000066740_000006674025000089
filing_0000073309_000095017023020173
filing_0000073309_000095017023040234
filing_0000073309_000095017023060729
filing_0000073309_000095017024021195
filing_0000073309_000095017024055144
filing_0000073309_000095017024092479
filing_0000073309_000095017024121863
filing_0000073309_000095017025028427
filing_0000073309_000095017025071567
filing_0000073309_000095017025107646
filing_0000073309_000119312525276207
filing_0000073309_000156459022019391
filing_0000073309_000156459022028899
filing_0000073309_000156459022037206
filing_0000073309_000156459023002793
filing_0000078003_000007800322000071
filing_0000078003_000007800322000094
filing_0000078003_000007800322000101
filing_0000078003_000007800323000024
filing_0000078003_000007800323000088
filing_0000078003_000007800323000115
filing_0000078003_000007800324000039
filing_0000078003_000007800324000107
filing_0000078003_000007800324000166
filing_0000078003_000007800324000191
filing_0000078003_000007800325000054
filing_0000078003_000007800325000114
filing_0000078003_000007800325000138
filing_0000078003_000007800325000150
filing_0000078003_000162828023017196
filing_0000080424_000008042421000129
filing_0000080424_000008042422000016
filing_0000080424_000008042422000035
filing_0000080424_000008042422000064
filing_0000080424_000008042422000102
filing_0000080424_000008042423000014
filing_0000080424_000008042423000046
filing_0000080424_000008042423000073
filing_0000080424_000008042423000103
filing_0000080424_000008042424000018
filing_0000080424_000008042424000051
filing_0000080424_000008042424000083
filing_0000080424_000008042424000113
filing_0000080424_000008042425000013
filing_0000080424_000008042425000037
filing_0000080424_000008042425000076
filing_0000093410_000009341022000028
filing_0000093410_000009341022000066
filing_0000093410_000009341022000075
filing_0000093410_000009341023000009
filing_0000093410_000009341023000066
filing_0000093410_000009341023000079
filing_0000093410_000009341023000088
filing_0000093410_000009341024000013
filing_0000093410_000009341024000021
filing_0000093410_000009341024000040
filing_0000093410_000009341024000059
filing_0000093410_000009341025000009
filing_0000093410_000009341025000019
filing_0000093410_000009341025000062
filing_0000093410_000009341025000108
filing_0000200406_000020040622000048
filing_0000200406_000020040622000071
filing_0000200406_000020040622000086
filing_0000200406_000020040623000016
filing_0000200406_000020040623000056
filing_0000200406_000020040623000082
filing_0000200406_000020040623000102
filing_0000200406_000020040624000013
filing_0000200406_000020040624000049
filing_0000200406_000020040624000075
filing_0000200406_000020040624000096
filing_0000200406_000020040625000038
filing_0000200406_000020040625000119
filing_0000200406_000020040625000178
filing_0000200406_000020040625000209
filing_0000277135_000027713522000019
filing_0000277135_000027713522000022
filing_0000277135_000027713522000043
filing_0000277135_000027713523000014
filing_0000277135_000027713523000024
filing_0000277135_000027713523000055
filing_0000277135_000027713523000096
filing_0000277135_000027713524000011
filing_0000277135_000027713524000059
filing_0000277135_000027713524000133
filing_0000277135_000027713524000173
filing_0000277135_000027713525000010
filing_0000277135_000027713525000067
filing_0000277135_000027713525000129
filing_0000277135_000027713525000148
filing_0000318154_000031815422000021
filing_0000318154_000031815422000041
filing_0000318154_000031815422000055
filing_0000318154_000031815423000017
filing_0000318154_000031815423000029
filing_0000318154_000031815423000053
filing_0000318154_000031815423000064
filing_0000318154_000031815424000011
filing_0000318154_000031815424000020
filing_0000318154_000031815424000035
filing_0000318154_000031815424000044
filing_0000318154_000031815425000010
filing_0000318154_000031815425000020
filing_0000318154_000031815425000056
filing_0000318154_000031815425000072
filing_0000320193_000032019322000007
filing_0000320193_000032019322000059
filing_0000320193_000032019322000070
filing_0000320193_000032019322000108
filing_0000320193_000032019323000006
filing_0000320193_000032019323000064
filing_0000320193_000032019323000077
filing_0000320193_000032019323000106
filing_0000320193_000032019324000006
filing_0000320193_000032019324000069
filing_0000320193_000032019324000081
filing_0000320193_000032019324000123
filing_0000320193_000032019325000008
filing_0000320193_000032019325000057
filing_0000320193_000032019325000073
filing_0000320193_000032019325000079
filing_0000354950_000035495022000158
filing_0000354950_000035495022000193
filing_0000354950_000035495022000239
filing_0000354950_000035495023000059
filing_0000354950_000035495023000144
filing_0000354950_000035495023000185
filing_0000354950_000035495023000240
filing_0000354950_000035495024000062
filing_0000354950_000035495024000152
filing_0000354950_000035495024000201
filing_0000354950_000035495024000240
filing_0000354950_000035495025000085
filing_0000354950_000035495025000165
filing_0000354950_000035495025000217
filing_0000789019_000095017023014423
filing_0000789019_000095017023035122
filing_0000789019_000095017023054855
filing_0000789019_000095017024008814
filing_0000789019_000095017024048288
filing_0000789019_000095017024087843
filing_0000789019_000095017024118967
filing_0000789019_000095017025010491
filing_0000789019_000095017025061046
filing_0000789019_000095017025100235
filing_0000789019_000156459021051992
filing_0000789019_000156459022002324
filing_0000789019_000156459022015675
filing_0000789019_000156459022026876
filing_0000789019_000156459022035087
filing_0000789019_000156459023000733
filing_0001067983_000095017022022287
filing_0001067983_000095017023004451
filing_0001067983_000095017023018438
filing_0001067983_000095017023038705
filing_0001067983_000095017023058993
filing_0001067983_000095017024019719
filing_0001067983_000095017024053185
filing_0001067983_000095017024090305
filing_0001067983_000095017024120241
filing_0001067983_000095017025025210
filing_0001067983_000095017025063112
filing_0001067983_000095017025101578
filing_0001067983_000119312525261548
filing_0001067983_000156459022016907
filing_0001067983_000156459022028282
filing_0001318605_000095017022006034
filing_0001318605_000095017022012936
filing_0001318605_000095017022019867
filing_0001318605_000095017023001409
filing_0001318605_000095017023013890
filing_0001318605_000095017023033872
filing_0001318605_000162828023034847
filing_0001318605_000162828024002390
filing_0001318605_000162828024017503
filing_0001318605_000162828024032662
filing_0001318605_000162828024043486
filing_0001318605_000162828025003063
filing_0001318605_000162828025018911
filing_0001318605_000162828025035806
filing_0001318605_000162828025045968
filing_0001652044_000165204422000029
filing_0001652044_000165204422000071
filing_0001652044_000165204422000090
filing_0001652044_000165204423000016
filing_0001652044_000165204423000045
filing_0001652044_000165204423000070
filing_0001652044_000165204423000094
filing_0001652044_000165204424000022
filing_0001652044_000165204424000053
filing_0001652044_000165204424000079
filing_0001652044_000165204424000118
filing_0001652044_000165204425000014
filing_0001652044_000165204425000043
filing_0001652044_000165204425000062
filing_0001652044_000165204425000091
